,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,connection_type_id,connection_type_id_1,connection_type_id_2,connection_type_id_3,connection_type_id_4,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,end_form_id_1,end_form_id_2,end_form_id_3,end_form_id_4,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,length,length_1,length_2,length_3,length_4,material,mj_class_code,mj_plug_class_code,nominal_size_1,nominal_size_2,nominal_size_3,nominal_size_4,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,thread_pitch,thread_pitch_1,thread_pitch_2,thread_pitch_3,thread_pitch_4,thread_size,thread_size_1,thread_size_2,thread_size_3,thread_size_4,type,unique_feature,weight
1132,,,,,,,other,C-0512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANGLE AS,,,,,,,,,,,,,,,,,,0.18
1133,,,,,,,other,C-0519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.077
1134,,,,,,,other,C-0324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUG AS.,,,,,,,,,,,,,,,,,,0.319
1135,,,,,,,other,C-0614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD-FLANGED,,,,,,,,,,,,,,,,,,0.599
1136,,,,,,,other,C-0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE-ONE PIECE,,,,,,,,,,,,,,,,,,0.36
1137,,,,,,,other,C-0527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,1.903
1138,,,,,,,other,C-0530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.04
1139,,,,,,,other,C-0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.019
1140,,,,,,,other,C-0558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVER,,,,,,,,,,,,,,,,,,0.171
1141,,,,,,,other,C-0559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.034
1142,,,,,,,other,C-0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.044
1143,,,,,,,other,C-1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHEET,,,,,,,,,,,,,,,,,,0.301
1144,,,,,,,other,C-0980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.841
1145,,,,,,,other,C-0564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,4.312
1146,,,,,,,other,C-0843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIFICE,,,,,,,,,,,,,,,,,,0.11
1147,,,,,,,other,C-0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.62
1148,,,,,,,other,C-0592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,1.218
1149,,,,,,,other,C-0563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.406
1150,,,,,,,other,C-1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAP-ORFS,,,,,,,,,,,,,,,,,,0.038
1151,,,,,,,other,C-0241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUG AS-HSH-STO,,,,,,,,,,,,,,,,,,0.118
1152,,,,,,,other,C-1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.402
1153,,,,,,,other,C-0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.06
1154,,,,,,,other,C-1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING-FILLER,,,,,,,,,,,,,,,,,,1.46
1155,,,,,,,other,C-0610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.516
1156,,,,,,,other,C-0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.851
1157,,,,,,,other,C-0613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW-HYDRAULIC,,,,,,,,,,,,,,,,,,2.46
1158,,,,,,,other,C-1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.15
1159,,,,,,,other,C-0634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.236
1160,,,,,,,other,C-0696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING (1 BSP),,,,,,,,,,,,,,,,,,0.176
1161,,,,,,,other,C-0635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,9.57
1162,,,,,,,other,C-0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,
1163,,,,,,,other,C-0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.552
1164,,,,,,,other,C-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.413
1165,,,,,,,other,C-0657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.182
1166,,,,,,,other,C-0658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.17
1167,,,,,,,other,C-0536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCREEN,,,,,,,,,,,,,,,,,,0.16
1168,,,,,,,other,C-1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.102
1169,,,,,,,other,C-0430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHER,,,,,,,,,,,,,,,,,,0.222
1170,,,,,,,other,C-0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING AS-PERM,,,,,,,,,,,,,,,,,,0.166
1171,,,,,,,other,C-0091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING-PERM,,,,,,,,,,,,,,,,,,0.164
1172,,,,,,,other,C-0590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE-CAPTIVE,,,,,,,,,,,,,,,,,,0.279
1173,,,,,,,other,C-0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING AS-PERM,,,,,,,,,,,,,,,,,,0.165
1174,,,,,,,other,C-0397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIFICE AS.-A/C,,,,,,,,,,,,,,,,,,0.004
1175,,,,,,,other,C-0892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEAT,,,,,,,,,,,,,,,,,,0.055
1176,,,,,,,other,C-0838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE BLANK,,,,,,,,,,,,,,,,,,0.04
1177,,,,,,,other,C-0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING AS-PERM,,,,,,,,,,,,,,,,,,0.162
1178,,,,,,,other,C-0711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.493
1179,,,,,,,other,C-0718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR-WELD,,,,,,,,,,,,,,,,,,0.021
1180,,,,,,,other,C-0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.915
1181,,,,,,,other,C-0721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,2.719
1182,,,,,,,other,C-0726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,1.327
1183,,,,,,,other,C-0731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,1.722
1184,,,,,,,other,C-1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD-FLANGED,,,,,,,,,,,,,,,,,,0.1
1185,,,,,,,other,C-0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-FUEL TUBE,,,,,,,,,,,,,,,,,,0.01
1186,,,,,,,other,C-0736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,1.519
1187,,,,,,,other,C-2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.002
1188,,,,,,,other,C-1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.339
1189,,,,,,,other,C-1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.1
1190,,,,,,,other,C-1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING AS,,,,,,,,,,,,,,,,,,0.495
1191,,,,,,,other,C-0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAR,,,,,,,,,,,,,,,,,,0.233
1192,,,,,,,other,C-0773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,2.316
1193,,,,,,,other,C-0779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.37
1194,,,,,,,other,C-0809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEAT,,,,,,,,,,,,,,,,,,0.062
1195,,,,,,,other,C-0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW-AIR (CRS),,,,,,,,,,,,,,,,,,0.122
1196,,,,,,,other,C-0810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,2.532
1197,,,,,,,other,C-0866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIPPLE AS.-90,,,,,,,,,,,,,,,,,,0.019
1198,,,,,,,other,C-2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEAL-O-RING,,,,,,,,,,,,,,,,,,0.001
1199,,,,,,,other,C-0811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET AS.,,,,,,,,,,,,,,,,,,
1200,,,,,,,other,C-0517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.031
1201,,,,,,,other,C-0929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.019
1202,,,,,,,other,C-0878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIPPLE AS.-77,,,,,,,,,,,,,,,,,,0.025
1203,,,,,,,other,C-0862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIFICE,,,,,,,,,,,,,,,,,,0.278
1204,,,,,,,other,C-0898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.005
1205,,,,,,,other,C-1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS-WELD,,,,,,,,,,,,,,,,,,0.038
1206,,,,,,,other,C-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING,,,,,,,,,,,,,,,,,,0.279
1207,,,,,,,other,C-1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.613
1208,,,,,,,other,C-0232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.073
1209,,,,,,,other,C-0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.18
1210,,,,,,,other,C-0896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING-PIPE,,,,,,,,,,,,,,,,,,0.028
1211,,,,,,,other,C-0668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,1.028
1212,,,,,,,other,C-1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANGLE,,,,,,,,,,,,,,,,,,0.242
1213,,,,,,,other,C-0951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.203
1214,,,,,,,other,C-0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,1.253
1215,,,,,,,other,C-1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.074
1216,,,,,,,other,C-0877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-SWIVEL,,,,,,,,,,,,,,,,,,0.01
1217,,,,,,,other,C-0785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.277
1218,,,,,,,other,C-1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLOW AS,,,,,,,,,,,,,,,,,,1.954
1219,,,,,,,other,C-1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-WELD,,,,,,,,,,,,,,,,,,0.025
1220,,,,,,,other,C-0990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK AS,,,,,,,,,,,,,,,,,,1.75
1221,,,,,,,other,C-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING,,,,,,,,,,,,,,,,,,0.211
1222,,,,,,,other,C-0997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLER AS,,,,,,,,,,,,,,,,,,5.098
1223,,,,,,,other,C-0998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,6.195
1224,,,,,,,other,C-1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS-SADDLE,,,,,,,,,,,,,,,,,,0.048
1225,,,,,,,other,C-0919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REQUIREMENTS,,,,,,,,,,,,,,,,,,
1226,,,,,,,other,C-1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,
1227,,,,,,,other,C-1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.09
1228,,,,,,,other,C-0781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,2.254
1229,,,,,,,other,C-1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.038
1230,,,,,,,other,C-1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR-WELD,,,,,,,,,,,,,,,,,,0.028
1231,,,,,,,other,C-1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.223
1232,,,,,,,other,C-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS-WELD,,,,,,,,,,,,,,,,,,0.223
1233,,,,,,,other,C-1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.803
1234,,,,,,,other,C-1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,3.514
1235,,,,,,,other,C-1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.288
1236,,,,,,,other,C-1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR-WELD,,,,,,,,,,,,,,,,,,0.094
1237,,,,,,,other,C-1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-HYDRAULIC,,,,,,,,,,,,,,,,,,4.814
1238,,,,,,,other,C-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,12.9
1239,,,,,,,other,C-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.812
1240,,,,,,,other,C-1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUG-NPTF,,,,,,,,,,,,,,,,,,0.009
1241,,,,,,,other,C-1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.059
1242,,,,,,,other,C-1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR-WELD,,,,,,,,,,,,,,,,,,0.421
1243,,,,,,,other,C-1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.3
1244,,,,,,,other,C-1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.831
1245,,,,,,,other,C-0763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,6.679
1246,,,,,,,other,C-1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,1.118
1247,,,,,,,other,C-0907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,,,,,,,,,,,0.02
1248,,,,,,,other,C-1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHELL,,,,,,,,,,,,,,,,,,0.001
1249,,,,,,,other,C-1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR-WELD,,,,,,,,,,,,,,,,,,0.438
1250,,,,,,,other,C-1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,1.169
1251,,,,,,,other,C-1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHELL,,,,,,,,,,,,,,,,,,0.003
1252,,,,,,,other,C-1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING-BRAZE,,,,,,,,,,,,,,,,,,0.129
1253,,,,,,,other,C-0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUG AS-LD STOR,,,,,,,,,,,,,,,,,,0.015
1254,,,,,,,other,C-1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHELL,,,,,,,,,,,,,,,,,,0.001
1255,,,,,,,other,C-1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.619
1256,,,,,,,other,C-1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS-SADDLE,,,,,,,,,,,,,,,,,,0.256
1257,,,,,,,other,C-1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS-SADDLE,,,,,,,,,,,,,,,,,,0.264
1258,,,,,,,other,C-1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,4.383
1259,,,,,,,other,C-0490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RING-RETAINING,,,,,,,,,,,,,,,,,,0.026
1260,,,,,,,other,C-1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,6.0
1261,,,,,,,other,C-1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.4
1262,,,,,,,other,C-0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,1.161
1263,,,,,,,other,C-1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOSE,,,,,,,,,,,,,,,,,,4.585
1264,,,,,,,other,C-1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.027
1265,,,,,,,other,C-1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,6.068
1266,,,,,,,other,C-1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.354
1267,,,,,,,other,C-1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR-SEAL,,,,,,,,,,,,,,,,,,
1268,,,,,,,other,C-1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER AS,,,,,,,,,,,,,,,,,,0.724
1269,,,,,,,other,C-1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.206
1270,,,,,,,other,C-1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.119
1271,,,,,,,other,C-1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,1.427
1272,,,,,,,other,C-0287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-WELD,,,,,,,,,,,,,,,,,,0.01
1273,,,,,,,other,C-1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.042
1274,,,,,,,other,C-0884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOCKET,,,,,,,,,,,,,,,,,,0.033
1275,,,,,,,other,C-0889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOCKET,,,,,,,,,,,,,,,,,,0.016
1276,,,,,,,other,C-1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.137
1277,,,,,,,other,C-1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.806
1278,,,,,,,other,C-1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.048
1279,,,,,,,other,C-1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.287
1280,,,,,,,other,C-1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.354
1281,,,,,,,other,C-1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.239
1282,,,,,,,other,C-1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR,,,,,,,,,,,,,,,,,,0.131
1283,,,,,,,other,C-1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.462
1284,,,,,,,other,C-1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.995
1285,,,,,,,other,C-1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.741
1286,,,,,,,other,C-1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,2.67
1287,,,,,,,other,C-1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,4.245
1288,,,,,,,other,C-0925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STUD,,,,,,,,,,,,,,,,,,0.018
1289,,,,,,,other,C-1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR,,,,,,,,,,,,,,,,,,0.28
1290,,,,,,,other,C-1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.615
1291,,,,,,,other,C-1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.375
1292,,,,,,,other,C-1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,3.365
1293,,,,,,,other,C-1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUG-ORIFICE,,,,,,,,,,,,,,,,,,0.001
1294,,,,,,,other,C-1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,
